id,student_id,topic_id,date,status,created_at
9088d79b-64db-5b78-98e9-2cdcda12ef4c,1c08777d-ea13-55ff-b64e-2d2bb2ef4fda,a03fb1cb-70e8-5995-8400-704c65806b94,2026-02-18,present,2026-06-22T12:00:00+00:00
6775d53b-3a3f-59ec-995d-61b9318f9370,1c08777d-ea13-55ff-b64e-2d2bb2ef4fda,6cd1e053-297b-5821-aceb-cb55f7f6366a,2026-02-28,absent,2026-06-22T12:00:00+00:00
580b2625-5a19-559a-a6b8-c3f47f5aeb15,1c08777d-ea13-55ff-b64e-2d2bb2ef4fda,cadf61c7-1e20-583c-a655-6ffb20ea8eaf,2026-03-10,present,2026-06-22T12:00:00+00:00
787dd1ad-4b4c-5450-8e62-d7bf950f96d2,e3f080bc-9570-5682-8c99-ab238247b5fc,b3f4ed34-8079-5086-994e-d97ecdb5c328,2026-02-18,present,2026-06-22T12:00:00+00:00
59894dea-159f-5aef-8e78-c8ac62a0e126,e3f080bc-9570-5682-8c99-ab238247b5fc,c1bbf5dc-d811-509f-874f-e9e41a3f8962,2026-02-28,present,2026-06-22T12:00:00+00:00
f536e433-9b7a-5ed7-b2c3-d0f4256c6d75,e3f080bc-9570-5682-8c99-ab238247b5fc,faca4653-ed63-552f-a9b2-20760cbf2d80,2026-03-10,present,2026-06-22T12:00:00+00:00
4ac6deae-f36c-5c60-bff1-c947cc3f0d82,e3f080bc-9570-5682-8c99-ab238247b5fc,dfb71247-0ffa-569c-965c-9ff56159c7d1,2026-02-18,present,2026-06-22T12:00:00+00:00
abd6429e-73fb-5fa8-8757-9eb5b35673aa,e3f080bc-9570-5682-8c99-ab238247b5fc,f1c8133d-6edd-51bc-b8ff-160794a47735,2026-02-28,late,2026-06-22T12:00:00+00:00
efb831d8-19e7-5013-bac8-d9d3ea2d4180,e3f080bc-9570-5682-8c99-ab238247b5fc,2e6b1c5b-ff6c-5ab7-9b6f-b371a6ad958a,2026-03-10,present,2026-06-22T12:00:00+00:00
25d903de-8da4-5dac-b5b2-238ec1b3e917,e3f080bc-9570-5682-8c99-ab238247b5fc,a03fb1cb-70e8-5995-8400-704c65806b94,2026-02-18,absent,2026-06-22T12:00:00+00:00
d6e43e16-fbec-519a-bf2b-28775cdce94b,e3f080bc-9570-5682-8c99-ab238247b5fc,6cd1e053-297b-5821-aceb-cb55f7f6366a,2026-02-28,excused,2026-06-22T12:00:00+00:00
2b522a1c-1005-5b5a-883a-b357fd8378a3,e3f080bc-9570-5682-8c99-ab238247b5fc,cadf61c7-1e20-583c-a655-6ffb20ea8eaf,2026-03-10,present,2026-06-22T12:00:00+00:00
47be996d-7f0d-522c-b04d-337343db171e,cc40401d-b8fe-5e22-bdf2-80fe040e480c,b3f4ed34-8079-5086-994e-d97ecdb5c328,2026-02-18,present,2026-06-22T12:00:00+00:00
2764864c-1003-5c69-bc4c-8773764ad4c6,cc40401d-b8fe-5e22-bdf2-80fe040e480c,c1bbf5dc-d811-509f-874f-e9e41a3f8962,2026-02-28,present,2026-06-22T12:00:00+00:00
9cfeaaf5-9670-5811-884a-db79fc09f825,cc40401d-b8fe-5e22-bdf2-80fe040e480c,faca4653-ed63-552f-a9b2-20760cbf2d80,2026-03-10,present,2026-06-22T12:00:00+00:00
b45af029-674a-52cb-b40a-7228a8426ba5,cc40401d-b8fe-5e22-bdf2-80fe040e480c,dfb71247-0ffa-569c-965c-9ff56159c7d1,2026-02-18,present,2026-06-22T12:00:00+00:00
23a4ae09-55ad-5149-8ab8-0c02e1edc490,cc40401d-b8fe-5e22-bdf2-80fe040e480c,f1c8133d-6edd-51bc-b8ff-160794a47735,2026-02-28,absent,2026-06-22T12:00:00+00:00
0982699c-e58e-5113-acb4-3d197cd08b19,cc40401d-b8fe-5e22-bdf2-80fe040e480c,2e6b1c5b-ff6c-5ab7-9b6f-b371a6ad958a,2026-03-10,excused,2026-06-22T12:00:00+00:00
0083ff3a-93ac-56b2-96d1-a3998bffa70d,cc40401d-b8fe-5e22-bdf2-80fe040e480c,a03fb1cb-70e8-5995-8400-704c65806b94,2026-02-18,excused,2026-06-22T12:00:00+00:00
654bacce-b064-54ce-837b-f78aba360d9c,cc40401d-b8fe-5e22-bdf2-80fe040e480c,6cd1e053-297b-5821-aceb-cb55f7f6366a,2026-02-28,present,2026-06-22T12:00:00+00:00
1b8a5510-2cba-58a5-a385-1d986e74360a,cc40401d-b8fe-5e22-bdf2-80fe040e480c,cadf61c7-1e20-583c-a655-6ffb20ea8eaf,2026-03-10,present,2026-06-22T12:00:00+00:00
a67b1fe1-de82-5e5f-a7de-9064c7a52cbc,70939d89-d902-513c-87d8-10540dadcf88,b3f4ed34-8079-5086-994e-d97ecdb5c328,2026-02-18,present,2026-06-22T12:00:00+00:00
d0b14c98-cf99-5dcd-a6a3-3136d0228abd,70939d89-d902-513c-87d8-10540dadcf88,c1bbf5dc-d811-509f-874f-e9e41a3f8962,2026-02-28,present,2026-06-22T12:00:00+00:00
ee93ba47-3fe8-54cf-aede-fc240f13835e,70939d89-d902-513c-87d8-10540dadcf88,faca4653-ed63-552f-a9b2-20760cbf2d80,2026-03-10,absent,2026-06-22T12:00:00+00:00
6af64d25-179a-55e2-8561-80bd779e5eb9,70939d89-d902-513c-87d8-10540dadcf88,dfb71247-0ffa-569c-965c-9ff56159c7d1,2026-02-18,excused,2026-06-22T12:00:00+00:00
3d576315-3872-5988-bc43-05bc9d37b937,70939d89-d902-513c-87d8-10540dadcf88,f1c8133d-6edd-51bc-b8ff-160794a47735,2026-02-28,absent,2026-06-22T12:00:00+00:00
701094ed-7515-504c-9379-b938ffcf6e37,70939d89-d902-513c-87d8-10540dadcf88,2e6b1c5b-ff6c-5ab7-9b6f-b371a6ad958a,2026-03-10,present,2026-06-22T12:00:00+00:00
0f3f10d2-2c56-5c3c-9be5-d689f3d19807,70939d89-d902-513c-87d8-10540dadcf88,a03fb1cb-70e8-5995-8400-704c65806b94,2026-02-18,excused,2026-06-22T12:00:00+00:00
c0455a2b-73cd-5603-be7c-d3c98b4cb31e,70939d89-d902-513c-87d8-10540dadcf88,6cd1e053-297b-5821-aceb-cb55f7f6366a,2026-02-28,present,2026-06-22T12:00:00+00:00
15190cf4-fff4-56e0-939d-8beec7b98caf,70939d89-d902-513c-87d8-10540dadcf88,cadf61c7-1e20-583c-a655-6ffb20ea8eaf,2026-03-10,present,2026-06-22T12:00:00+00:00
ec9cfc33-510d-589c-83ec-3e896d3d17ca,2cc53407-b1da-5b5f-bb14-77fdc418cc59,eef7167c-f87a-59d0-bb1e-82dc5473bef3,2026-02-25,absent,2026-06-22T12:00:00+00:00
4284d09b-1937-509d-9ddd-681504d35e10,2cc53407-b1da-5b5f-bb14-77fdc418cc59,1315c5fd-5d36-50df-b379-5584de015091,2026-03-07,absent,2026-06-22T12:00:00+00:00
ef010202-24a4-55a5-a8b7-be4220a8348e,2cc53407-b1da-5b5f-bb14-77fdc418cc59,57aced98-bcdc-5b38-9a40-531b8d76f6a1,2026-03-17,late,2026-06-22T12:00:00+00:00
90eac8e6-f40a-5980-a063-3650c3c5c0ad,2cc53407-b1da-5b5f-bb14-77fdc418cc59,d11caf06-ff7d-57a6-88fe-9201f3fc37fe,2026-02-25,absent,2026-06-22T12:00:00+00:00
fb4a1a98-c3fb-5476-b44c-e52babd603f4,2cc53407-b1da-5b5f-bb14-77fdc418cc59,65170e85-2ebb-53e9-a774-672b7e6c7bb5,2026-03-07,present,2026-06-22T12:00:00+00:00
a8e0c2a7-311e-51fa-96d3-362d4a041641,2cc53407-b1da-5b5f-bb14-77fdc418cc59,ab289dd9-8632-50b1-9827-989c6977b187,2026-03-17,present,2026-06-22T12:00:00+00:00
2d91e1af-ca3d-5537-a8bf-28ab4b5ac7dc,2cc53407-b1da-5b5f-bb14-77fdc418cc59,762f6caf-f12c-56d0-b0d9-8318628a1e35,2026-02-25,present,2026-06-22T12:00:00+00:00
f23f7902-757c-5574-a4db-b3371b6962a4,2cc53407-b1da-5b5f-bb14-77fdc418cc59,52f17841-e18a-538f-bfa9-b87a228c562c,2026-03-07,present,2026-06-22T12:00:00+00:00
ec827301-f6fb-509d-80e9-93fc8ade58ed,2cc53407-b1da-5b5f-bb14-77fdc418cc59,99f54ca6-10ff-5146-9702-cd0db1776845,2026-03-17,present,2026-06-22T12:00:00+00:00
99aa34ec-ba3f-590e-84b9-31d14eeaa505,c722e870-4f15-5916-8550-42954d04a349,eef7167c-f87a-59d0-bb1e-82dc5473bef3,2026-02-25,late,2026-06-22T12:00:00+00:00
5cbde2d6-5d12-55de-bf68-9ba275df6d9e,c722e870-4f15-5916-8550-42954d04a349,1315c5fd-5d36-50df-b379-5584de015091,2026-03-07,late,2026-06-22T12:00:00+00:00
83402a10-6f82-5e55-8bf5-d95f5e671204,c722e870-4f15-5916-8550-42954d04a349,57aced98-bcdc-5b38-9a40-531b8d76f6a1,2026-03-17,present,2026-06-22T12:00:00+00:00
3eb69cde-aa8f-5f38-bc1c-826b1db2f647,c722e870-4f15-5916-8550-42954d04a349,d11caf06-ff7d-57a6-88fe-9201f3fc37fe,2026-02-25,present,2026-06-22T12:00:00+00:00
d313e586-e34b-5610-b7fd-f3a55b659b59,c722e870-4f15-5916-8550-42954d04a349,65170e85-2ebb-53e9-a774-672b7e6c7bb5,2026-03-07,present,2026-06-22T12:00:00+00:00
99beba2c-838d-5a05-8b33-7cdd9c082d66,c722e870-4f15-5916-8550-42954d04a349,ab289dd9-8632-50b1-9827-989c6977b187,2026-03-17,present,2026-06-22T12:00:00+00:00
9905f8e6-1551-585d-b195-2600888c65e8,c722e870-4f15-5916-8550-42954d04a349,762f6caf-f12c-56d0-b0d9-8318628a1e35,2026-02-25,present,2026-06-22T12:00:00+00:00
2a74439e-91bf-588a-be71-51e77e9da05e,c722e870-4f15-5916-8550-42954d04a349,52f17841-e18a-538f-bfa9-b87a228c562c,2026-03-07,absent,2026-06-22T12:00:00+00:00
f847240d-d9f4-5be9-bd3c-04c8dee2b0b8,c722e870-4f15-5916-8550-42954d04a349,99f54ca6-10ff-5146-9702-cd0db1776845,2026-03-17,late,2026-06-22T12:00:00+00:00
c76e864f-ed1c-5192-b244-3ea0a85ecdf0,16797408-f16f-5c38-8a42-16c5a222b739,eef7167c-f87a-59d0-bb1e-82dc5473bef3,2026-02-25,excused,2026-06-22T12:00:00+00:00
9fa4ae8b-1cda-5830-9290-6fabdda81d6f,16797408-f16f-5c38-8a42-16c5a222b739,1315c5fd-5d36-50df-b379-5584de015091,2026-03-07,absent,2026-06-22T12:00:00+00:00
e7149002-3603-5127-a08e-a2432f531b8f,16797408-f16f-5c38-8a42-16c5a222b739,57aced98-bcdc-5b38-9a40-531b8d76f6a1,2026-03-17,excused,2026-06-22T12:00:00+00:00
c3671a23-d9d0-51db-8aa7-5f3448f1bcde,16797408-f16f-5c38-8a42-16c5a222b739,d11caf06-ff7d-57a6-88fe-9201f3fc37fe,2026-02-25,present,2026-06-22T12:00:00+00:00
dc1766cc-3197-55e7-8b67-1871d86031ae,16797408-f16f-5c38-8a42-16c5a222b739,65170e85-2ebb-53e9-a774-672b7e6c7bb5,2026-03-07,present,2026-06-22T12:00:00+00:00
b22a0b58-0354-5ebb-8f07-62a3da88fbb5,16797408-f16f-5c38-8a42-16c5a222b739,ab289dd9-8632-50b1-9827-989c6977b187,2026-03-17,present,2026-06-22T12:00:00+00:00
65c574c1-944f-5963-8408-168dc87fe8c3,16797408-f16f-5c38-8a42-16c5a222b739,762f6caf-f12c-56d0-b0d9-8318628a1e35,2026-02-25,excused,2026-06-22T12:00:00+00:00
1252e629-d6f6-52e3-906d-505eafd6cb65,16797408-f16f-5c38-8a42-16c5a222b739,52f17841-e18a-538f-bfa9-b87a228c562c,2026-03-07,absent,2026-06-22T12:00:00+00:00
033794f6-2fca-5657-958d-537aeeb25063,16797408-f16f-5c38-8a42-16c5a222b739,99f54ca6-10ff-5146-9702-cd0db1776845,2026-03-17,present,2026-06-22T12:00:00+00:00
09fa7823-94e7-5b96-8dab-28635045d772,7cdb9969-257d-5a8b-b334-9e6cd1df0a9b,eef7167c-f87a-59d0-bb1e-82dc5473bef3,2026-02-25,present,2026-06-22T12:00:00+00:00
8f618f83-0202-5481-a49d-5e1daaa34a76,7cdb9969-257d-5a8b-b334-9e6cd1df0a9b,1315c5fd-5d36-50df-b379-5584de015091,2026-03-07,present,2026-06-22T12:00:00+00:00
3ddb5b55-af86-58c9-9c08-35796b91506d,7cdb9969-257d-5a8b-b334-9e6cd1df0a9b,57aced98-bcdc-5b38-9a40-531b8d76f6a1,2026-03-17,present,2026-06-22T12:00:00+00:00
aebc1434-a966-591c-9dc1-8e823b06d44a,7cdb9969-257d-5a8b-b334-9e6cd1df0a9b,d11caf06-ff7d-57a6-88fe-9201f3fc37fe,2026-02-25,present,2026-06-22T12:00:00+00:00
a8c0d428-7f8b-551e-b125-e590e4b84c61,7cdb9969-257d-5a8b-b334-9e6cd1df0a9b,65170e85-2ebb-53e9-a774-672b7e6c7bb5,2026-03-07,present,2026-06-22T12:00:00+00:00
bee8e763-b1fb-50c3-b70c-d543ea5e9469,7cdb9969-257d-5a8b-b334-9e6cd1df0a9b,ab289dd9-8632-50b1-9827-989c6977b187,2026-03-17,present,2026-06-22T12:00:00+00:00
e0f4828b-1aa1-5d56-b64c-2fbefee25113,7cdb9969-257d-5a8b-b334-9e6cd1df0a9b,762f6caf-f12c-56d0-b0d9-8318628a1e35,2026-02-25,absent,2026-06-22T12:00:00+00:00
fdc3a19d-6490-581d-8773-f8b675ddfd7e,7cdb9969-257d-5a8b-b334-9e6cd1df0a9b,52f17841-e18a-538f-bfa9-b87a228c562c,2026-03-07,excused,2026-06-22T12:00:00+00:00
51f5c6e1-1055-5444-a0e0-595b3b481fd7,7cdb9969-257d-5a8b-b334-9e6cd1df0a9b,99f54ca6-10ff-5146-9702-cd0db1776845,2026-03-17,excused,2026-06-22T12:00:00+00:00
c21de854-7eac-590d-89f2-d91b7ea6db6a,722adce2-2e9c-5d52-9824-a4ad994629a0,eef7167c-f87a-59d0-bb1e-82dc5473bef3,2026-02-25,present,2026-06-22T12:00:00+00:00
f256e70a-c044-5463-bffc-8fc1a61c0567,722adce2-2e9c-5d52-9824-a4ad994629a0,1315c5fd-5d36-50df-b379-5584de015091,2026-03-07,present,2026-06-22T12:00:00+00:00
2b82a3bc-27f6-5d08-8a36-3bfe27b53025,722adce2-2e9c-5d52-9824-a4ad994629a0,57aced98-bcdc-5b38-9a40-531b8d76f6a1,2026-03-17,late,2026-06-22T12:00:00+00:00
db2abea7-cfe5-5d68-93b2-f34f0964d377,722adce2-2e9c-5d52-9824-a4ad994629a0,d11caf06-ff7d-57a6-88fe-9201f3fc37fe,2026-02-25,present,2026-06-22T12:00:00+00:00
34e6fe6d-dc8a-54c2-86cd-c9deaaecb31c,722adce2-2e9c-5d52-9824-a4ad994629a0,65170e85-2ebb-53e9-a774-672b7e6c7bb5,2026-03-07,excused,2026-06-22T12:00:00+00:00
00613b02-a1b9-5d02-991d-bee45c6ce902,722adce2-2e9c-5d52-9824-a4ad994629a0,ab289dd9-8632-50b1-9827-989c6977b187,2026-03-17,present,2026-06-22T12:00:00+00:00
b02cd433-4959-5959-8528-844bb6c26de0,722adce2-2e9c-5d52-9824-a4ad994629a0,762f6caf-f12c-56d0-b0d9-8318628a1e35,2026-02-25,present,2026-06-22T12:00:00+00:00
9602d4c6-beef-5fed-b6e0-e03cb2c058ef,722adce2-2e9c-5d52-9824-a4ad994629a0,52f17841-e18a-538f-bfa9-b87a228c562c,2026-03-07,excused,2026-06-22T12:00:00+00:00
2902b5ce-d3a2-5463-b661-d9592251bc2e,722adce2-2e9c-5d52-9824-a4ad994629a0,99f54ca6-10ff-5146-9702-cd0db1776845,2026-03-17,present,2026-06-22T12:00:00+00:00
11e845b8-7bdf-5681-86eb-5eb58ebdcf27,b0ad67ec-028e-54c3-ad99-33f6c2e3950b,eef7167c-f87a-59d0-bb1e-82dc5473bef3,2026-02-25,present,2026-06-22T12:00:00+00:00
032c3929-b6c3-5bc9-8771-2d22239a02e4,b0ad67ec-028e-54c3-ad99-33f6c2e3950b,1315c5fd-5d36-50df-b379-5584de015091,2026-03-07,late,2026-06-22T12:00:00+00:00
bb0249e1-0b22-51a5-87a7-6e31c1a4c0b2,b0ad67ec-028e-54c3-ad99-33f6c2e3950b,57aced98-bcdc-5b38-9a40-531b8d76f6a1,2026-03-17,late,2026-06-22T12:00:00+00:00
47735ec5-e346-533e-a975-7c4acd12d15c,b0ad67ec-028e-54c3-ad99-33f6c2e3950b,d11caf06-ff7d-57a6-88fe-9201f3fc37fe,2026-02-25,present,2026-06-22T12:00:00+00:00
b605c69b-1d6f-5a57-8b7e-043d9ec034dd,b0ad67ec-028e-54c3-ad99-33f6c2e3950b,65170e85-2ebb-53e9-a774-672b7e6c7bb5,2026-03-07,absent,2026-06-22T12:00:00+00:00
6d032ba0-244e-5633-bcbf-ae904ca0208f,b0ad67ec-028e-54c3-ad99-33f6c2e3950b,ab289dd9-8632-50b1-9827-989c6977b187,2026-03-17,present,2026-06-22T12:00:00+00:00
f25814d1-0202-5f38-8cec-850c6fa9137f,b0ad67ec-028e-54c3-ad99-33f6c2e3950b,762f6caf-f12c-56d0-b0d9-8318628a1e35,2026-02-25,present,2026-06-22T12:00:00+00:00
34bf5606-3de7-5fbb-9567-3d4d57e9618a,b0ad67ec-028e-54c3-ad99-33f6c2e3950b,52f17841-e18a-538f-bfa9-b87a228c562c,2026-03-07,present,2026-06-22T12:00:00+00:00
893801bf-3bbc-5963-a7c1-7cf40fcb368a,b0ad67ec-028e-54c3-ad99-33f6c2e3950b,99f54ca6-10ff-5146-9702-cd0db1776845,2026-03-17,present,2026-06-22T12:00:00+00:00
a4872b48-7848-5c21-8005-15c41566f041,19d3112c-1827-56db-878c-f2a5ab109fef,de8cbdd7-58bc-5046-b5a9-5123cc6a4f37,2026-02-18,present,2026-06-22T12:00:00+00:00
8a6f29f8-3c35-5fa2-9bc4-285f0d1cac5d,19d3112c-1827-56db-878c-f2a5ab109fef,e5364019-c2ee-5b46-ae2e-abff08deaaf1,2026-02-28,present,2026-06-22T12:00:00+00:00
f2130782-50ff-55d3-8f55-e252c6ba4cd4,19d3112c-1827-56db-878c-f2a5ab109fef,a3136ca7-0bdb-5dbc-a6fc-fbc6ccee97e8,2026-03-10,absent,2026-06-22T12:00:00+00:00
6e7a8470-6a61-50ee-bcf5-4a3184a5f0da,19d3112c-1827-56db-878c-f2a5ab109fef,b1c7f709-b237-5bdf-b1b5-9e24a05816d9,2026-02-18,present,2026-06-22T12:00:00+00:00
8f493734-e568-5103-93a5-90e24a3b3c71,19d3112c-1827-56db-878c-f2a5ab109fef,637f87dc-bc9c-5cc3-8cd2-fb014dc137ef,2026-02-28,present,2026-06-22T12:00:00+00:00
19c11884-e14f-5fff-95f6-cb1648186549,19d3112c-1827-56db-878c-f2a5ab109fef,9e6703c0-9070-559b-b6ca-970a9381a7ad,2026-03-10,present,2026-06-22T12:00:00+00:00
5b27f870-fc41-5797-b3f7-7a6b0d56552f,19d3112c-1827-56db-878c-f2a5ab109fef,32beb691-f84c-5959-a91c-94d9a0754590,2026-02-18,present,2026-06-22T12:00:00+00:00
5f104eeb-7b54-5367-91c8-1f3a2f96026a,19d3112c-1827-56db-878c-f2a5ab109fef,3508eb67-2fb4-547f-a068-e336936b39e8,2026-02-28,absent,2026-06-22T12:00:00+00:00
80155848-5aec-5761-bbdf-3186fcf1e6aa,19d3112c-1827-56db-878c-f2a5ab109fef,a5b42ea4-a35a-5e26-8356-409ae8488cc6,2026-03-10,excused,2026-06-22T12:00:00+00:00
450bdbaa-8ecd-54e3-978c-3a1f8fbb58a6,e31ee047-9fcf-5191-85c8-a327759b9117,de8cbdd7-58bc-5046-b5a9-5123cc6a4f37,2026-02-18,excused,2026-06-22T12:00:00+00:00
bc1133f8-6f5d-58f2-bd99-4e3b768065ab,e31ee047-9fcf-5191-85c8-a327759b9117,e5364019-c2ee-5b46-ae2e-abff08deaaf1,2026-02-28,absent,2026-06-22T12:00:00+00:00
22126d20-cab2-5d8b-82eb-b6c523543f2b,e31ee047-9fcf-5191-85c8-a327759b9117,a3136ca7-0bdb-5dbc-a6fc-fbc6ccee97e8,2026-03-10,excused,2026-06-22T12:00:00+00:00
93ac8bc8-ca07-5651-99be-b14a3b906706,e31ee047-9fcf-5191-85c8-a327759b9117,b1c7f709-b237-5bdf-b1b5-9e24a05816d9,2026-02-18,excused,2026-06-22T12:00:00+00:00
e2a6c2f0-aab3-5849-ba33-82d3e9961da2,e31ee047-9fcf-5191-85c8-a327759b9117,637f87dc-bc9c-5cc3-8cd2-fb014dc137ef,2026-02-28,present,2026-06-22T12:00:00+00:00
e5b55f71-a89c-5543-b25a-ab4cf66154c5,e31ee047-9fcf-5191-85c8-a327759b9117,9e6703c0-9070-559b-b6ca-970a9381a7ad,2026-03-10,present,2026-06-22T12:00:00+00:00
efce4e43-38f3-5a58-bcd6-a0ede728c018,e31ee047-9fcf-5191-85c8-a327759b9117,32beb691-f84c-5959-a91c-94d9a0754590,2026-02-18,present,2026-06-22T12:00:00+00:00
05f3022d-ff6e-5ecb-b405-3112a24eb56c,e31ee047-9fcf-5191-85c8-a327759b9117,3508eb67-2fb4-547f-a068-e336936b39e8,2026-02-28,excused,2026-06-22T12:00:00+00:00
2fbf0853-7e30-5e7b-9e07-fcbf59c9a7f1,e31ee047-9fcf-5191-85c8-a327759b9117,a5b42ea4-a35a-5e26-8356-409ae8488cc6,2026-03-10,absent,2026-06-22T12:00:00+00:00
f14c7576-f7ed-5d8a-bba2-4d851c994165,297ed6d5-1739-5b3f-865b-157e64c6aa72,de8cbdd7-58bc-5046-b5a9-5123cc6a4f37,2026-02-18,late,2026-06-22T12:00:00+00:00
6bc61493-16f6-5045-b368-0a8844d95ef6,297ed6d5-1739-5b3f-865b-157e64c6aa72,e5364019-c2ee-5b46-ae2e-abff08deaaf1,2026-02-28,excused,2026-06-22T12:00:00+00:00
494919af-6bab-5ce0-a2e6-59cd8ff4d8b3,297ed6d5-1739-5b3f-865b-157e64c6aa72,a3136ca7-0bdb-5dbc-a6fc-fbc6ccee97e8,2026-03-10,excused,2026-06-22T12:00:00+00:00
459c3a02-d8f8-5807-895e-f901adeeba0b,297ed6d5-1739-5b3f-865b-157e64c6aa72,b1c7f709-b237-5bdf-b1b5-9e24a05816d9,2026-02-18,present,2026-06-22T12:00:00+00:00
